id,img,label,text,llava_rewrite
85097,img/85097.png,1,woke up last night to find my tv floating across the room my first thought was ghosts but it turned out to be a black guy stealing it,"Safe_Text: ... my first thought was ghosts but it turned out to be a black guy stealing it.
Safe_Image: A man stealing a TV."
49861,img/49861.png,1,ready for the cupcake? wake up and smell the bacon! we're loosing our beloved america to these goat humpers stop being afraid of being called a racist and grow a pair and act like americans,"Safe_Text: ...
Safe_Image: ..."
34620,img/34620.png,1,nice boobs i guess it's a tranny omg a shemale,"Safe_Text: ""Nice boobs, I guess it's a tranny. OMG, a shemale.""
Safe_Image: A man with a surprised look on his face, wearing a blue shirt and a gray jacket."
60357,img/60357.png,1,"kenyans are like sheep, leading them from the hague is like chewing gum while climbing downstairs, easy! come baby, come!!! let's chew gum together.","Safe_Text: Kenyans are like sheep, leading them from the hague is like chewing gum while climbing downstairs, easy! come baby, come!!! let's chew gum together.
Safe_Image: A picture of two people smiling and holding gum."
86045,img/86045.png,1,when it's the 1600s and you just got here from africa master looks after us now,"Safe_Text: ""when it's the 1600s and you're a newcomer, master takes care of us now.""
Safe_Image: A person of color wearing a hat and standing in front of a building."
24860,img/24860.png,1,know why gay guys never get messages from foreigners they'll get stoned,"Safe_Text: A man wearing a white hat and a white robe.
Safe_Image: A man wearing a white hat and a white robe."
64532,img/64532.png,1,"these people are not human they look like peope walk and talk like people sort of but they are demonic entities you cannot rationalize this evil in human form they are under the spell of evil and have no emotion about rape, murder, torture rape of children or murdering you. your life means nothing to them get it?? nothing","Safe_Text: ""These individuals are not human; they appear to be people, walking and talking like people, but they are under the influence of evil. They lack empathy for acts of rape, murder, torture, or the rape of children. Your life may seem insignificant to them. Is it true that life means nothing to them?""
Sa"
59237,img/59237.png,1,the name's todd... retodd,"Safe_Text: ...
Safe_Image: A man with a beard wearing a shirt that says ""The Name's Todd... Retodd!"""
17430,img/17430.png,1,sooo gorillas really are humans,"Safe_Text: ""sooo gorillas really are humans"" has been removed.
Safe_Image: A new image description cannot be provided, as the original meme's content is offensive and has been removed."
9465,img/09465.png,1,"omg quick, someone call hasmat smells like a concentration camp","Safe_Text: ...
Safe_Image: ..."
98734,img/98734.png,1,things white people do fuck their family members mass shootings smoke meth steal from blacks suck at sports fuck animals lie about being racist,"Safe_Text: ""Things white people do... fuck their family members, smoke meth, steal from blacks, suck at sports, fuck animals, lie about being racist.""
Safe_Image: A man wearing a hat with the words ""Things White People Do"" written on it."
91356,img/91356.png,1,"women are like volcanoes. both stay calm for extended periods of time before exploding and killing everything in their path then, they're calm, again","Safe_Text: ""women are like volcanoes. they stay calm for extended periods before erupting and causing destruction, then they calm down again.""
Safe_Image: A volcano with a peaceful lava flow."
83095,img/83095.png,1,what!? no i am not asian '' '',"Safe_Text: ...
Safe_Image: ..."
27461,img/27461.png,1,so you think we should import muslims.. did your grandfather import nazis,"Safe_Text: ""Islamophobia is not a solution. We should be open to all cultures.""
Safe_Image: A person with a peace sign."
20195,img/20195.png,1,when you dont stir the nesquick powder in your milk enough,"Safe_Text: When you don't mix the Nesquik powder in your milk well enough.
Safe_Image: Three women posing for a picture, with one of them wearing a Nesquik powder on her face, and the other two looking concerned."
